"Type","Num_Rooms","Location","_2013","_2014","_2015","_2016","_2017"
"Detached house","One bed","Carlow",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Cavan",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Clare",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Cork",486.77,490.24,533.63,538.68,595.50
"Detached house","One bed","Donegal",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Dublin",781.93,826.38,926.22,1030.75,1083.84
"Detached house","One bed","Galway",0.00,437.11,506.77,539.62,581.87
"Detached house","One bed","Kerry",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Kildare",0.00,537.90,531.06,586.41,669.43
"Detached house","One bed","Kilkenny",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Laois",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Leitrim",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Limerick",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Longford",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Louth",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Mayo",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Meath",0.00,0.00,0.00,0.00,612.39
"Detached house","One bed","Monaghan",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Offaly",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Roscommon",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Sligo",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Tipperary",0.00,0.00,391.01,405.56,0.00
"Detached house","One bed","Waterford",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Westmeath",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Wexford",0.00,0.00,0.00,0.00,0.00
"Detached house","One bed","Wicklow",610.38,647.07,643.98,722.43,763.57
"Detached house","Two bed","Carlow",518.49,506.14,522.41,575.29,612.03
"Detached house","Two bed","Cavan",0.00,367.56,398.10,0.00,0.00
"Detached house","Two bed","Clare",428.74,426.28,428.48,459.97,509.45
"Detached house","Two bed","Cork",576.89,577.03,599.98,649.09,704.13
"Detached house","Two bed","Donegal",348.52,347.52,356.69,374.02,392.37
"Detached house","Two bed","Dublin",1069.00,1117.34,1224.29,1303.59,1372.09
"Detached house","Two bed","Galway",532.68,535.06,560.09,584.94,655.27
"Detached house","Two bed","Kerry",471.24,484.43,491.47,488.34,522.70
"Detached house","Two bed","Kildare",631.87,688.57,743.31,787.51,890.17
"Detached house","Two bed","Kilkenny",497.43,500.52,521.54,580.42,627.96
"Detached house","Two bed","Laois",473.64,470.23,518.90,573.02,616.72
"Detached house","Two bed","Leitrim",350.54,340.13,357.64,395.32,0.00
"Detached house","Two bed","Limerick",517.61,511.09,515.50,557.98,589.22
"Detached house","Two bed","Longford",0.00,392.50,411.77,423.57,452.90
"Detached house","Two bed","Louth",554.98,565.30,612.18,638.33,680.59
"Detached house","Two bed","Mayo",451.40,453.39,432.44,452.77,487.54
"Detached house","Two bed","Meath",597.31,615.73,675.14,766.62,813.38
"Detached house","Two bed","Monaghan",0.00,0.00,431.66,453.48,0.00
"Detached house","Two bed","Offaly",438.51,437.35,446.91,464.07,493.83
"Detached house","Two bed","Roscommon",408.26,407.93,411.78,426.22,453.77
"Detached house","Two bed","Sligo",424.45,457.21,473.57,476.89,463.97
"Detached house","Two bed","Tipperary",466.56,464.30,477.27,487.95,506.08
"Detached house","Two bed","Waterford",479.50,468.86,483.81,518.46,549.76
"Detached house","Two bed","Westmeath",454.31,465.01,489.97,512.32,538.05
"Detached house","Two bed","Wexford",478.58,480.36,501.49,526.88,576.71
"Detached house","Two bed","Wicklow",724.45,731.53,761.15,838.16,892.20
"Detached house","Three bed","Carlow",566.63,579.14,622.11,647.57,685.99
"Detached house","Three bed","Cavan",438.64,444.20,449.27,479.79,528.67
"Detached house","Three bed","Clare",508.02,517.41,515.64,554.94,590.59
"Detached house","Three bed","Cork",676.43,696.47,723.18,770.73,819.92
"Detached house","Three bed","Donegal",440.70,429.35,438.79,453.87,481.62
"Detached house","Three bed","Dublin",1251.52,1315.91,1417.91,1508.03,1571.74
"Detached house","Three bed","Galway",607.65,612.00,656.71,695.57,748.77
"Detached house","Three bed","Kerry",525.50,528.03,551.47,576.48,612.73
"Detached house","Three bed","Kildare",799.01,817.85,890.15,1005.59,1057.49
"Detached house","Three bed","Kilkenny",580.52,588.00,615.27,659.65,705.78
"Detached house","Three bed","Laois",552.31,562.36,598.19,689.23,753.10
"Detached house","Three bed","Leitrim",414.79,410.73,413.31,430.37,453.57
"Detached house","Three bed","Limerick",562.50,555.53,567.37,623.38,651.30
"Detached house","Three bed","Longford",428.21,421.59,435.54,491.37,528.11
"Detached house","Three bed","Louth",656.70,673.00,718.12,791.27,880.39
"Detached house","Three bed","Mayo",492.10,495.78,499.97,521.90,552.89
"Detached house","Three bed","Meath",681.57,705.04,758.16,849.19,914.04
"Detached house","Three bed","Monaghan",484.54,495.50,499.85,527.79,566.93
"Detached house","Three bed","Offaly",535.29,530.11,555.12,576.82,617.52
"Detached house","Three bed","Roscommon",436.69,444.10,463.25,485.38,510.04
"Detached house","Three bed","Sligo",518.56,515.17,521.20,540.18,593.07
"Detached house","Three bed","Tipperary",542.04,536.39,542.52,573.47,599.72
"Detached house","Three bed","Waterford",570.86,575.61,582.91,609.93,682.09
"Detached house","Three bed","Westmeath",508.19,513.36,538.53,593.56,625.79
"Detached house","Three bed","Wexford",566.98,569.16,591.38,626.40,662.58
"Detached house","Three bed","Wicklow",835.13,851.59,889.30,959.33,1049.64
"Detached house","1 to 2 bed","Carlow",504.52,493.57,505.11,551.49,589.58
"Detached house","1 to 2 bed","Cavan",346.06,355.55,367.14,401.29,418.11
"Detached house","1 to 2 bed","Clare",417.11,416.15,424.42,449.25,488.85
"Detached house","1 to 2 bed","Cork",561.45,562.38,588.79,629.78,682.14
"Detached house","1 to 2 bed","Donegal",353.53,350.31,360.27,381.15,395.55
"Detached house","1 to 2 bed","Dublin",1012.20,1061.69,1161.98,1243.95,1311.33
"Detached house","1 to 2 bed","Galway",521.90,517.71,548.48,573.51,637.46
"Detached house","1 to 2 bed","Kerry",466.03,477.91,483.01,480.11,517.54
"Detached house","1 to 2 bed","Kildare",613.91,657.44,700.60,739.97,839.67
"Detached house","1 to 2 bed","Kilkenny",477.31,486.93,513.73,566.90,602.03
"Detached house","1 to 2 bed","Laois",468.67,466.27,510.80,567.22,602.36
"Detached house","1 to 2 bed","Leitrim",345.86,340.30,357.64,395.91,414.00
"Detached house","1 to 2 bed","Limerick",513.09,506.09,507.02,548.08,591.95
"Detached house","1 to 2 bed","Longford",360.23,378.71,402.21,410.86,439.69
"Detached house","1 to 2 bed","Louth",549.08,562.33,590.61,628.08,668.76
"Detached house","1 to 2 bed","Mayo",448.27,450.09,426.11,436.05,459.23
"Detached house","1 to 2 bed","Meath",579.32,595.39,649.03,725.81,762.80
"Detached house","1 to 2 bed","Monaghan",0.00,385.42,429.70,452.87,481.94
"Detached house","1 to 2 bed","Offaly",412.88,420.18,430.13,450.22,477.58
"Detached house","1 to 2 bed","Roscommon",404.40,404.90,406.59,429.04,453.65
"Detached house","1 to 2 bed","Sligo",452.59,467.24,481.84,496.43,470.06
"Detached house","1 to 2 bed","Tipperary",452.75,453.74,463.91,474.72,494.21
"Detached house","1 to 2 bed","Waterford",480.09,467.44,480.57,522.72,546.27
"Detached house","1 to 2 bed","Westmeath",441.03,454.67,476.77,501.70,526.43
"Detached house","1 to 2 bed","Wexford",471.29,472.84,491.34,512.96,560.67
"Detached house","1 to 2 bed","Wicklow",701.44,714.15,739.51,816.75,869.80
"Detached house","1 to 3 bed","Carlow",548.32,553.34,583.74,619.24,661.43
"Detached house","1 to 3 bed","Cavan",417.87,420.59,429.78,463.99,503.81
"Detached house","1 to 3 bed","Clare",481.84,487.63,489.39,522.49,556.22
"Detached house","1 to 3 bed","Cork",644.70,658.07,682.91,728.58,777.67
"Detached house","1 to 3 bed","Donegal",422.54,408.28,418.40,435.66,461.46
"Detached house","1 to 3 bed","Dublin",1165.79,1222.68,1319.64,1401.11,1467.46
"Detached house","1 to 3 bed","Galway",586.63,587.06,625.49,659.27,714.26
"Detached house","1 to 3 bed","Kerry",511.35,514.85,532.53,551.00,587.12
"Detached house","1 to 3 bed","Kildare",741.86,769.92,828.23,915.04,987.91
"Detached house","1 to 3 bed","Kilkenny",545.63,549.13,581.01,630.59,673.10
"Detached house","1 to 3 bed","Laois",528.88,536.42,572.96,653.70,713.49
"Detached house","1 to 3 bed","Leitrim",393.53,389.66,399.57,423.13,444.97
"Detached house","1 to 3 bed","Limerick",545.80,539.60,547.26,598.77,631.72
"Detached house","1 to 3 bed","Longford",410.32,410.87,427.73,468.51,503.79
"Detached house","1 to 3 bed","Louth",631.32,644.13,684.19,751.14,832.97
"Detached house","1 to 3 bed","Mayo",481.07,484.05,482.46,500.11,527.63
"Detached house","1 to 3 bed","Meath",651.19,673.67,726.11,812.57,862.26
"Detached house","1 to 3 bed","Monaghan",458.26,471.04,482.19,509.06,546.19
"Detached house","1 to 3 bed","Offaly",501.23,502.52,519.34,535.45,578.55
"Detached house","1 to 3 bed","Roscommon",428.53,433.79,447.41,471.77,498.08
"Detached house","1 to 3 bed","Sligo",499.27,498.89,506.29,524.41,559.27
"Detached house","1 to 3 bed","Tipperary",510.53,507.69,514.23,540.94,564.49
"Detached house","1 to 3 bed","Waterford",543.98,549.99,557.97,580.68,639.32
"Detached house","1 to 3 bed","Westmeath",492.97,494.71,519.57,571.87,598.23
"Detached house","1 to 3 bed","Wexford",544.64,547.10,569.06,600.47,640.66
"Detached house","1 to 3 bed","Wicklow",783.48,800.21,833.79,903.85,977.92
"Detached house","Four plus bed","Carlow",719.80,692.99,707.27,762.76,797.24
"Detached house","Four plus bed","Cavan",519.80,516.57,540.36,589.33,604.92
"Detached house","Four plus bed","Clare",616.49,607.22,624.70,667.37,711.00
"Detached house","Four plus bed","Cork",861.02,887.31,937.91,955.25,1003.18
"Detached house","Four plus bed","Donegal",523.93,523.21,542.07,561.82,578.25
"Detached house","Four plus bed","Dublin",1598.38,1679.96,1750.86,1816.37,1899.92
"Detached house","Four plus bed","Galway",801.04,813.37,863.55,908.93,950.21
"Detached house","Four plus bed","Kerry",603.92,606.06,638.06,661.35,684.91
"Detached house","Four plus bed","Kildare",1022.81,1083.31,1172.18,1239.16,1272.43
"Detached house","Four plus bed","Kilkenny",714.29,724.05,753.27,808.55,832.81
"Detached house","Four plus bed","Laois",620.77,651.68,706.18,756.59,802.48
"Detached house","Four plus bed","Leitrim",451.51,472.80,492.89,515.31,544.77
"Detached house","Four plus bed","Limerick",782.31,780.58,811.07,848.85,925.20
"Detached house","Four plus bed","Longford",491.58,503.81,523.64,553.84,594.88
"Detached house","Four plus bed","Louth",783.16,822.73,889.20,963.47,1026.32
"Detached house","Four plus bed","Mayo",594.96,587.70,594.88,625.13,659.28
"Detached house","Four plus bed","Meath",854.14,905.78,982.33,1043.80,1079.69
"Detached house","Four plus bed","Monaghan",592.26,583.31,575.99,583.59,617.19
"Detached house","Four plus bed","Offaly",604.49,601.68,634.00,669.38,702.87
"Detached house","Four plus bed","Roscommon",512.58,525.55,532.04,557.83,601.14
"Detached house","Four plus bed","Sligo",663.85,669.56,692.37,717.47,732.03
"Detached house","Four plus bed","Tipperary",658.46,660.77,662.85,693.22,723.96
"Detached house","Four plus bed","Waterford",725.73,748.42,765.02,785.06,832.42
"Detached house","Four plus bed","Westmeath",642.62,656.24,677.82,704.72,750.42
"Detached house","Four plus bed","Wexford",649.62,651.81,687.22,726.33,773.98
"Detached house","Four plus bed","Wicklow",1049.14,1075.07,1135.14,1195.57,1226.38
"Detached house","All bedrooms","Carlow",644.03,627.65,647.90,698.60,739.92
"Detached house","All bedrooms","Cavan",478.60,477.86,493.76,535.84,561.11
"Detached house","All bedrooms","Clare",555.36,550.27,557.70,594.35,632.54
"Detached house","All bedrooms","Cork",745.58,762.76,794.87,824.68,873.62
"Detached house","All bedrooms","Donegal",474.81,472.88,485.06,500.88,520.68
"Detached house","All bedrooms","Dublin",1387.34,1450.63,1529.98,1592.39,1647.02
"Detached house","All bedrooms","Galway",718.60,728.59,769.58,807.74,851.12
"Detached house","All bedrooms","Kerry",557.49,559.93,582.51,604.03,637.03
"Detached house","All bedrooms","Kildare",898.22,941.58,1008.67,1083.84,1124.46
"Detached house","All bedrooms","Kilkenny",626.69,633.84,657.00,704.22,738.76
"Detached house","All bedrooms","Laois",573.82,593.05,638.15,701.79,753.28
"Detached house","All bedrooms","Leitrim",428.45,436.39,446.83,468.77,493.38
"Detached house","All bedrooms","Limerick",679.53,679.21,694.10,736.66,785.99
"Detached house","All bedrooms","Longford",458.83,464.57,484.89,518.48,554.62
"Detached house","All bedrooms","Louth",711.94,740.57,786.07,847.31,918.71
"Detached house","All bedrooms","Mayo",542.15,540.27,542.03,564.69,592.41
"Detached house","All bedrooms","Meath",766.80,799.26,856.85,921.04,962.76
"Detached house","All bedrooms","Monaghan",521.32,522.30,526.04,542.77,579.62
"Detached house","All bedrooms","Offaly",543.08,542.72,565.16,589.15,628.84
"Detached house","All bedrooms","Roscommon",473.40,482.89,490.62,515.74,549.17
"Detached house","All bedrooms","Sligo",592.79,598.22,605.46,621.15,648.83
"Detached house","All bedrooms","Tipperary",577.53,577.60,581.84,607.34,631.53
"Detached house","All bedrooms","Waterford",624.00,638.79,653.75,669.62,720.54
"Detached house","All bedrooms","Westmeath",559.70,567.90,591.23,630.86,661.36
"Detached house","All bedrooms","Wexford",592.67,592.72,620.87,654.82,694.49
"Detached house","All bedrooms","Wicklow",895.19,913.83,956.94,1035.20,1082.94
"Semi detached house","One bed","Carlow",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Cavan",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Clare",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Cork",566.59,555.87,597.16,623.38,627.85
"Semi detached house","One bed","Donegal",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Dublin",744.83,775.98,805.29,790.37,822.72
"Semi detached house","One bed","Galway",457.90,498.47,525.51,552.91,639.85
"Semi detached house","One bed","Kerry",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Kildare",606.40,631.68,0.00,722.24,780.43
"Semi detached house","One bed","Kilkenny",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Laois",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Leitrim",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Limerick",0.00,0.00,0.00,0.00,508.39
"Semi detached house","One bed","Longford",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Louth",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Mayo",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Meath",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Monaghan",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Offaly",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Roscommon",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Sligo",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Tipperary",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Waterford",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Westmeath",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Wexford",0.00,0.00,0.00,0.00,0.00
"Semi detached house","One bed","Wicklow",592.85,0.00,0.00,0.00,0.00
"Semi detached house","Two bed","Carlow",526.33,536.35,549.31,574.38,610.33
"Semi detached house","Two bed","Cavan",393.86,406.23,436.53,451.54,476.32
"Semi detached house","Two bed","Clare",482.37,461.84,464.59,520.19,570.54
"Semi detached house","Two bed","Cork",647.97,672.62,721.04,768.25,828.88
"Semi detached house","Two bed","Donegal",402.68,401.74,401.85,414.63,438.34
"Semi detached house","Two bed","Dublin",1005.03,1052.38,1113.01,1213.06,1316.70
"Semi detached house","Two bed","Galway",583.17,592.06,628.19,700.20,730.99
"Semi detached house","Two bed","Kerry",495.35,515.32,523.01,522.05,559.66
"Semi detached house","Two bed","Kildare",701.83,734.40,830.14,909.57,969.32
"Semi detached house","Two bed","Kilkenny",552.34,557.14,572.03,583.08,646.45
"Semi detached house","Two bed","Laois",473.21,493.13,539.28,601.73,643.20
"Semi detached house","Two bed","Leitrim",0.00,0.00,0.00,0.00,0.00
"Semi detached house","Two bed","Limerick",524.03,530.41,544.38,591.66,642.34
"Semi detached house","Two bed","Longford",358.79,379.79,393.43,413.03,454.69
"Semi detached house","Two bed","Louth",566.97,573.68,593.30,679.82,780.76
"Semi detached house","Two bed","Mayo",461.02,460.48,471.18,486.08,502.69
"Semi detached house","Two bed","Meath",607.11,638.57,679.84,751.07,782.93
"Semi detached house","Two bed","Monaghan",396.51,414.24,451.92,490.73,512.55
"Semi detached house","Two bed","Offaly",488.04,482.55,505.40,545.97,584.59
"Semi detached house","Two bed","Roscommon",402.55,396.04,400.51,405.93,448.26
"Semi detached house","Two bed","Sligo",460.43,484.17,502.72,518.89,569.88
"Semi detached house","Two bed","Tipperary",508.30,513.29,518.53,534.22,559.16
"Semi detached house","Two bed","Waterford",474.97,482.85,491.30,538.01,593.70
"Semi detached house","Two bed","Westmeath",471.48,486.12,492.82,527.93,560.78
"Semi detached house","Two bed","Wexford",515.29,513.26,527.67,561.82,595.73
"Semi detached house","Two bed","Wicklow",775.08,800.88,839.00,931.27,1030.53
"Semi detached house","Three bed","Carlow",603.87,607.88,630.84,662.91,705.15
"Semi detached house","Three bed","Cavan",440.80,440.13,464.02,507.74,551.69
"Semi detached house","Three bed","Clare",526.51,526.88,552.53,588.51,626.77
"Semi detached house","Three bed","Cork",722.81,742.20,793.96,862.84,918.84
"Semi detached house","Three bed","Donegal",444.66,448.03,465.83,502.49,527.03
"Semi detached house","Three bed","Dublin",1095.26,1137.59,1220.80,1319.33,1392.42
"Semi detached house","Three bed","Galway",716.25,730.07,772.97,814.58,865.97
"Semi detached house","Three bed","Kerry",557.99,568.48,584.05,608.11,639.23
"Semi detached house","Three bed","Kildare",811.97,850.05,915.24,993.68,1057.10
"Semi detached house","Three bed","Kilkenny",605.04,623.39,659.36,709.69,762.68
"Semi detached house","Three bed","Laois",536.78,554.63,593.09,644.99,700.17
"Semi detached house","Three bed","Leitrim",400.14,404.13,418.77,445.87,482.65
"Semi detached house","Three bed","Limerick",631.52,639.17,668.72,714.02,768.11
"Semi detached house","Three bed","Longford",407.30,417.95,442.30,474.96,521.97
"Semi detached house","Three bed","Louth",640.17,656.69,699.35,778.26,872.66
"Semi detached house","Three bed","Mayo",501.63,501.01,513.45,534.20,556.88
"Semi detached house","Three bed","Meath",698.68,735.98,806.31,890.91,969.59
"Semi detached house","Three bed","Monaghan",508.14,516.16,529.17,544.53,574.77
"Semi detached house","Three bed","Offaly",550.45,564.94,585.31,620.90,657.84
"Semi detached house","Three bed","Roscommon",450.46,458.35,468.49,483.55,515.38
"Semi detached house","Three bed","Sligo",596.09,587.19,612.71,645.33,677.09
"Semi detached house","Three bed","Tipperary",565.01,568.24,584.52,602.60,636.28
"Semi detached house","Three bed","Waterford",620.27,620.32,639.77,671.26,707.44
"Semi detached house","Three bed","Westmeath",537.54,546.26,574.61,622.60,667.07
"Semi detached house","Three bed","Wexford",581.80,583.35,599.72,625.74,660.97
"Semi detached house","Three bed","Wicklow",878.02,923.53,997.52,1058.08,1143.27
"Semi detached house","1 to 2 bed","Carlow",516.34,523.03,533.55,570.79,599.35
"Semi detached house","1 to 2 bed","Cavan",392.55,407.43,430.95,441.75,469.29
"Semi detached house","1 to 2 bed","Clare",476.60,453.08,460.14,509.24,556.48
"Semi detached house","1 to 2 bed","Cork",639.38,659.41,703.77,744.90,797.66
"Semi detached house","1 to 2 bed","Donegal",384.83,394.07,399.51,413.91,441.42
"Semi detached house","1 to 2 bed","Dublin",970.59,1014.16,1068.96,1158.46,1260.57
"Semi detached house","1 to 2 bed","Galway",566.61,578.56,612.84,680.80,716.92
"Semi detached house","1 to 2 bed","Kerry",487.33,506.35,513.22,510.56,552.35
"Semi detached house","1 to 2 bed","Kildare",685.23,718.00,805.85,878.67,937.38
